Uid,Indegree rank,Group
3986147355,93,Specialist
2814680487,94,Generalist
1742121542,95,Specialist
1700648435,96,Generalist
2904252415,97,Specialist
1900887504,98,Generalist
6049590367,99,Generalist
1847798401,100,Specialist
1583361742,101,Specialist
2855143392,102,Specialist
1843443790,103,Specialist
2091390311,104,Specialist
2995631244,105,Specialist
5239863155,106,Generalist
2792589472,107,Specialist
1660452532,108,Specialist
2067756135,109,Generalist
1746580461,110,Specialist
2447680824,111,Generalist
1926652273,112,Generalist
5324802169,113,Specialist
5568490146,114,Generalist
2993049293,115,Generalist
1197362373,116,Specialist
1497087080,117,Specialist
1644948230,118,Generalist
1993305471,119,Generalist
1638781994,120,Specialist
5984691065,121,Generalist
1748075785,122,Specialist
1847582585,123,Specialist
3630172281,124,Specialist
1695958733,125,Generalist
1643971635,126,Generalist
3954698413,127,Specialist
1878335471,128,Specialist
2289537274,129,Specialist
1682207150,130,Generalist
1638782947,131,Generalist
3622512610,132,Generalist
1907542963,133,Specialist
3440325930,134,Generalist
5239450309,135,Generalist
3660593213,136,Generalist
2671769851,137,Specialist
2431578944,138,Generalist
2968634427,139,Specialist
1886672467,140,Generalist
1937376377,141,Generalist
2219523390,142,Specialist
1769684987,143,Specialist
1191258123,144,Specialist
3676435761,145,Specialist
3737972773,146,Generalist
5845955894,147,Generalist
2505894464,148,Specialist
1642635773,149,Generalist
5181464632,150,Specialist
1642566747,151,Specialist
5044705593,152,Specialist
5844573935,153,Specialist
2855071827,154,Specialist
1686546714,155,Generalist
3948798687,156,Generalist
3341507382,157,Specialist
3618099141,158,Specialist
1792702427,159,Specialist
1649173367,160,Generalist
1863089382,161,Specialist
1810632930,162,Specialist
3191534861,163,Specialist
1960785875,164,Generalist
1887790981,165,Specialist
2202387347,166,Generalist
1965628823,167,Generalist
1904769205,168,Specialist
3644441127,169,Specialist
3125368501,170,Specialist
1784537661,171,Specialist
2131445654,172,Specialist
1655890975,173,Generalist
3179974970,174,Specialist
1537790411,175,Generalist
1899702230,176,Specialist
5222794628,177,Specialist
2132734472,178,Generalist
1496814565,179,Specialist
2258727970,180,Generalist
2150758415,181,Generalist
1266269835,182,Specialist
1816029971,183,Generalist
2010226570,184,Specialist
1895291251,185,Specialist
1803310643,186,Specialist
2509958092,187,Specialist
1907166177,188,Specialist
5556869758,189,Specialist
1655363172,190,Specialist
5896401674,191,Specialist
2466386627,192,Specialist
5634753105,193,Generalist
2169129705,194,Specialist
1893801487,195,Generalist
1627825392,196,Specialist
5765378903,197,Specialist
1845864154,198,Generalist
1756667731,199,Specialist
2397991440,200,Generalist
2176645133,201,Specialist
5879823459,202,Specialist
2143324323,203,Specialist
1697601814,204,Generalist
1660612723,205,Specialist
2382356540,206,Generalist
3922774869,207,Specialist
3460516424,208,Specialist
2634877355,209,Specialist
1265020392,210,Specialist
1806910981,211,Specialist
2129999320,212,Specialist
2574126482,213,Specialist
1674242970,214,Specialist
3774371267,215,Specialist
1771123430,216,Specialist
5751412092,217,Specialist
2687299131,218,Generalist
2368746162,219,Specialist
2609400635,220,Generalist
1720962692,221,Specialist
2305056670,222,Specialist
1265998927,223,Generalist
1904671130,224,Specialist
1653689003,225,Specialist
3042094223,226,Specialist
2140657423,227,Specialist
1957800054,228,Specialist
1663072851,229,Generalist
1676001761,230,Specialist
5882998192,231,Generalist
3222817584,232,Generalist
3163213212,233,Specialist
1644489953,234,Specialist
5661505070,235,Specialist
1850988623,236,Generalist
1862364383,237,Generalist
3206603957,238,Specialist
3032210184,239,Specialist
5467852665,240,Generalist
2400966427,241,Specialist
3042027813,242,Specialist
1985393563,243,Specialist
5138579079,244,Specialist
2748597475,245,Generalist
1816750115,246,Specialist
1894195274,247,Specialist
1223178222,248,Specialist
1593933550,249,Specialist
3920631851,250,Specialist
1775979645,251,Specialist
5590704704,252,Generalist
2097024354,253,Specialist
1291477752,254,Generalist
1832447572,255,Specialist
1985551380,256,Specialist
5705021476,257,Specialist
1741069204,258,Specialist
3712035812,259,Generalist
2572366990,260,Specialist
5015473540,261,Specialist
2354644175,262,Specialist
2054853403,263,Specialist
2512574061,264,Specialist
1639483893,265,Specialist
1642592432,266,Specialist
1567852087,267,Specialist
2591595652,268,Specialist
2095326403,269,Specialist
2810373291,270,Generalist
1720664360,271,Specialist
2372255055,272,Specialist
1977459170,273,Specialist
5990922414,274,Specialist
3176068101,275,Specialist
3695013654,276,Specialist
1649469284,277,Specialist
1642634100,278,Generalist
1680990025,279,Specialist
2673726341,280,Specialist
1864696473,281,Specialist
1726918143,282,Specialist
3030975747,283,Specialist
1747790171,284,Generalist
1736315592,285,Generalist
3623353053,286,Generalist
1642292081,287,Specialist
1897320685,288,Specialist
1817162382,289,Generalist
1656737654,290,Specialist
1686815607,291,Generalist
1998412373,292,Generalist
1883881851,293,Specialist
5590046102,294,Specialist
2213526752,295,Specialist
1699540307,296,Generalist
2141934923,297,Generalist
2087875965,298,Generalist
1895327843,299,Specialist
2706896955,300,Generalist
1885454921,301,Generalist
5749042654,302,Specialist
1712570933,303,Generalist
1815418641,304,Generalist
1827683445,305,Generalist
2632955282,306,Generalist
5103645868,307,Specialist
1762098324,308,Specialist
1765870915,309,Specialist
5182171545,310,Specialist
1757142323,311,Specialist
1764442302,312,Generalist
3085327787,313,Generalist
1100856704,314,Specialist
5291655015,315,Specialist
1749990115,316,Specialist
1679577453,317,Generalist
1696762051,318,Specialist
5722634120,319,Generalist
1300957955,320,Generalist
1991428685,321,Specialist
3018242917,322,Specialist
1974808274,323,Specialist
5540466595,324,Specialist
2819115182,325,Specialist
2683843043,326,Specialist
1241148864,327,Generalist
5454806466,328,Specialist
1659041705,329,Specialist
1819935727,330,Specialist
3986933335,331,Generalist
5746403289,332,Specialist
3764674343,333,Specialist
1803278047,334,Generalist
2230913455,335,Specialist
3788301822,336,Generalist
5532648623,337,Generalist
1771140437,338,Specialist
1800611161,339,Specialist
3591355593,340,Generalist
1893660435,341,Specialist
2560182670,342,Specialist
1880047847,343,Specialist
1640601392,344,Generalist
5720474518,345,Specialist
1259110474,346,Specialist
5991744877,347,Specialist
5198011111,348,Specialist
3926197181,349,Specialist
3921730119,350,Specialist
3704673325,351,Specialist
1773655610,352,Specialist
3249656920,353,Specialist
2804506181,354,Generalist
2173291530,355,Specialist
5350911311,356,Specialist
2418895143,357,Specialist
2615417307,358,Specialist
1663088660,359,Specialist
2812335943,360,Specialist
5040955225,361,Specialist
1708922835,362,Specialist
1341902602,363,Specialist
2936882141,364,Specialist
2462605080,365,Generalist
1721449743,366,Specialist
2100925373,367,Specialist
2280198017,368,Specialist
1286659964,369,Generalist
1570308924,370,Generalist
1709157165,371,Generalist
1735747402,372,Generalist
3201529063,373,Specialist
2219124641,374,Specialist
1872762823,375,Specialist
5088502796,376,Specialist
1314637182,377,Specialist
1668662863,378,Specialist
3788429925,379,Specialist
1927538117,380,Specialist
1774057271,381,Generalist
1959605421,382,Specialist
1909752335,383,Generalist
1860128420,384,Specialist
2751313073,385,Generalist
1499104401,386,Specialist
1904228041,387,Specialist
2681256780,388,Specialist
2713686834,389,Specialist
1649155730,390,Specialist
5969581482,391,Specialist
1736329970,392,Specialist
2018499075,393,Specialist
2049998295,394,Specialist
2182537064,395,Specialist
1750070171,396,Generalist
5297303912,397,Specialist
2630646082,398,Specialist
2087169013,399,Specialist
1288915263,400,Specialist
1855152373,401,Specialist
1737588567,402,Generalist
5907262772,403,Specialist
1477045392,404,Specialist
1710173801,405,Specialist
3394123104,406,Generalist
1650111241,407,Specialist
1253452111,408,Specialist
1644458353,409,Specialist
5979631461,410,Specialist
1651428902,411,Specialist
5037267067,412,Specialist
1977460817,413,Specialist
3786649467,414,Specialist
2240717744,415,Specialist
2626682903,416,Generalist
1698513182,417,Specialist
2645833223,418,Specialist
1880139665,419,Specialist
1816235843,420,Specialist
1670421223,421,Specialist
1663937380,422,Generalist
6027167937,423,Specialist
1315706994,424,Specialist
2297493511,425,Specialist
2619577243,426,Specialist
2442373880,427,Specialist
1755370981,428,Specialist
3306279953,429,Generalist
1935198185,430,Generalist
1791542762,431,Specialist
2082306984,432,Specialist
5732523783,433,Specialist
1267224222,434,Specialist
2202911004,435,Specialist
5253090679,436,Generalist
2852307854,437,Specialist
5406572240,438,Specialist
1403915120,439,Specialist
3097378697,440,Specialist
2827386331,441,Specialist
1649159940,442,Generalist
1644225642,443,Specialist
2397997330,444,Specialist
1885741814,445,Specialist
1663612603,446,Specialist
2156294570,447,Generalist
1740522895,448,Specialist
2206258462,449,Generalist
2432009827,450,Specialist
5340280308,451,Generalist
5067607858,452,Generalist
1809745371,453,Specialist
2219227283,454,Specialist
2087764093,455,Specialist
1943171370,456,Specialist
1839167003,457,Specialist
1774676624,458,Specialist
2156466452,459,Specialist
1734530730,460,Specialist
3098510521,461,Specialist
6002842109,462,Specialist
5918987931,463,Specialist
1774978073,464,Specialist
1698233740,465,Generalist
3869601985,466,Specialist
1749224837,467,Specialist
1173446387,468,Specialist
1814975931,469,Generalist
1725010007,470,Specialist
1956700750,471,Generalist
2050067882,472,Specialist
5681482843,473,Specialist
2723838314,474,Specialist
2255811735,475,Specialist
2025231343,476,Generalist
1992613670,477,Specialist
2809310870,478,Specialist
1654134123,479,Generalist
1975415803,480,Specialist
1728148193,481,Specialist
1935591865,482,Specialist
1933386274,483,Specialist
1195354434,484,Generalist
2027033521,485,Specialist
5533570956,486,Specialist
1622008051,487,Specialist
6014403348,488,Generalist
1945584665,489,Specialist
1654922233,490,Specialist
5876370622,491,Specialist
2382064902,492,Specialist
1675723167,493,Specialist
2497298463,494,Specialist
5460991756,495,Generalist
1523766213,496,Specialist
2539961154,497,Generalist
1733879143,498,Specialist
1660079292,499,Specialist
1565668374,500,Specialist
1875034341,501,Generalist
3876734080,502,Specialist
3927042907,503,Specialist
1916248772,504,Specialist
3939426052,505,Generalist
1681672334,506,Generalist
1805280571,507,Specialist
2283581301,508,Specialist
3064515967,509,Specialist
1804549454,510,Specialist
2002148123,511,Generalist
2589460084,512,Specialist
2375086267,513,Generalist
2348604107,514,Specialist
6022310172,515,Specialist
1661169385,516,Specialist
2950733213,517,Specialist
1726551832,518,Specialist
3645226624,519,Specialist
5000609535,520,Specialist
2180593614,521,Specialist
2833736934,522,Specialist
1495452561,523,Specialist
1653076903,524,Specialist
1999607273,525,Specialist
5603237555,526,Specialist
2386406982,527,Specialist
3937619562,528,Specialist
1763864272,529,Generalist
1640337222,530,Generalist
2991255680,531,Specialist
2611641094,532,Generalist
2419188521,533,Specialist
1368589977,534,Specialist
2747143811,535,Specialist
1763582395,536,Specialist
1699432410,537,Generalist
5582937157,538,Specialist
5524008509,539,Specialist
1329471713,540,Specialist
1267454277,541,Generalist
2412421034,542,Specialist
2794283127,543,Specialist
1807715644,544,Specialist
5133215733,545,Specialist
2836883273,546,Specialist
2288486705,547,Specialist
1093897112,548,Specialist
2050149565,549,Specialist
2991206810,550,Specialist
1442246695,551,Generalist
5500491427,552,Specialist
1715001194,553,Specialist
1915441185,554,Specialist
2981083181,555,Specialist
1747741564,556,Specialist
3579155041,557,Generalist
2834256503,558,Specialist
1595424542,559,Specialist
5635855696,560,Specialist
5707057078,561,Specialist
1624923463,562,Specialist
2269103954,563,Specialist
1826017320,564,Specialist
1771925961,565,Specialist
1990309453,566,Specialist
1693177930,567,Specialist
1649597805,568,Specialist
5966691117,569,Specialist
1253139560,570,Specialist
1899810091,571,Specialist
1652184490,572,Specialist
2776631980,573,Specialist
1726544024,574,Specialist
2144789105,575,Generalist
5590671139,576,Specialist
2772291221,577,Generalist
5057725360,578,Specialist
5176259742,579,Specialist
2855852714,580,Specialist
1988800805,581,Specialist
5685524083,582,Specialist
1912234472,583,Specialist
3146661474,584,Specialist
6033930155,585,Generalist
1737961042,586,Specialist
3230122083,587,Specialist
2784552954,588,Specialist
1411482802,589,Specialist
1189615035,590,Specialist
1154814715,591,Specialist
1497728405,592,Specialist
5189448902,593,Specialist
1880927244,594,Specialist
1786860821,595,Specialist
1315420805,596,Specialist
2335625480,597,Specialist
2280893642,598,Specialist
2018980260,599,Specialist
1968863541,600,Specialist
3771196911,601,Specialist
1193725273,602,Specialist
2006278231,603,Specialist
1980569103,604,Specialist
1496260095,605,Specialist
2521540564,606,Specialist
3229476653,607,Specialist
2074685151,608,Specialist
3917499594,609,Generalist
2860640482,610,Specialist
1668293725,611,Specialist
1901333207,612,Specialist
1871180452,613,Specialist
5607510118,614,Specialist
2302617634,615,Specialist
1483330984,616,Specialist
3876467311,617,Specialist
5111339189,618,Specialist
1846116411,619,Specialist
5899421284,620,Specialist
1555113427,621,Specialist
1784404677,622,Specialist
3765124653,623,Specialist
6019918741,624,Generalist
3021514657,625,Specialist
1819318401,626,Specialist
2133521832,627,Specialist
3515112791,628,Specialist
5126161537,629,Specialist
3095347225,630,Generalist
1803570001,631,Specialist
2342024544,632,Generalist
3214528531,633,Specialist
5602093377,634,Specialist
1750822455,635,Specialist
1230697584,636,Specialist
1895431523,637,Specialist
3694863325,638,Specialist
3794240230,639,Specialist
2653906910,640,Specialist
1859428970,641,Specialist
5058390436,642,Specialist
3031762330,643,Specialist
1642585887,644,Specialist
3464419664,645,Specialist
1742013781,646,Specialist
5341306507,647,Specialist
2118199994,648,Specialist
3881132085,649,Specialist
1092538373,650,Specialist
2068195561,651,Specialist
2418842335,652,Specialist
2450512472,653,Specialist
3871046669,654,Specialist
1842136381,655,Specialist
1927364167,656,Specialist
3908755088,657,Specialist
1625661441,658,Specialist
1847123567,659,Generalist
1990895721,660,Specialist
1249424622,661,Specialist
5648516491,662,Specialist
5029399338,663,Specialist
2338816763,664,Specialist
1641561812,665,Specialist
1774800467,666,Specialist
5729169092,667,Generalist
5066369752,668,Specialist
5508233899,669,Specialist
3775056661,670,Specialist
2357832895,671,Specialist
1069205631,672,Specialist
1760341084,673,Specialist
1743951792,674,Specialist
2369080114,675,Specialist
1901447125,676,Specialist
1926909715,677,Specialist
1990303727,678,Specialist
3716243842,679,Generalist
3690518992,680,Specialist
1889213710,681,Specialist
2001530981,682,Specialist
5939109236,683,Specialist
1649470535,684,Specialist
1858549757,685,Specialist
3030737153,686,Specialist
2063264115,687,Specialist
2243735721,688,Specialist
1866126104,689,Specialist
2606879860,690,Specialist
1793000440,691,Specialist
2660577861,692,Specialist
1778912865,693,Specialist
5042958097,694,Specialist
5215495831,695,Specialist
2193518494,696,Specialist
5631861909,697,Specialist
2641686425,698,Specialist
5053469079,699,Specialist
2203441861,700,Specialist
3204839810,701,Specialist
1656316841,702,Specialist
1763351504,703,Specialist
2174534013,704,Specialist
1752549400,705,Specialist
1596329427,706,Specialist
1231317854,707,Generalist
2121667213,708,Specialist
5031234543,709,Specialist
5035763146,710,Specialist
1233227211,711,Specialist
1410448443,712,Specialist
1677318422,713,Specialist
1004853823,714,Specialist
1974514450,715,Specialist
2485122903,716,Specialist
2632236847,717,Specialist
1402138343,718,Specialist
2181597154,719,Generalist
2418724427,720,Specialist
5617171689,721,Specialist
5033584457,722,Specialist
1298535315,723,Generalist
5370547595,724,Specialist
5260938047,725,Specialist
1664207987,726,Specialist
1743578995,727,Specialist
1705564917,728,Specialist
5075579048,729,Specialist
2612183504,730,Specialist
2969186274,731,Specialist
1680685707,732,Specialist
5437851984,733,Specialist
2710878191,734,Specialist
1701401324,735,Specialist
1340723374,736,Specialist
5980267921,737,Specialist
5235726837,738,Specialist
2494935602,739,Specialist
2262509697,740,Specialist
1823287210,741,Specialist
1712318565,742,Specialist
3710258141,743,Specialist
3800480136,744,Specialist
2728296497,745,Specialist
2971183691,746,Specialist
1826082103,747,Specialist
1806089637,748,Specialist
1708272353,749,Generalist
3161347567,750,Specialist
1801487174,751,Specialist
3284301443,752,Specialist
1706675184,753,Specialist
2240574632,754,Specialist
2218894100,755,Specialist
1234849602,756,Specialist
5500545510,757,Specialist
2841877911,758,Specialist
1715118170,759,Specialist
1935084477,760,Specialist
1709286740,761,Specialist
1990921871,762,Specialist
6008285888,763,Specialist
5611549371,764,Specialist
1046561220,765,Specialist
2075686772,766,Specialist
2905579311,767,Specialist
3837704366,768,Generalist
1144850304,769,Specialist
2868676035,770,Specialist
1892463935,771,Specialist
1871802012,772,Generalist
3800478724,773,Specialist
1894798092,774,Specialist
2192606857,775,Specialist
1002861732,776,Specialist
1740005437,777,Specialist
3568562537,778,Specialist
1623404035,779,Specialist
2127537181,780,Specialist
3002792573,781,Specialist
3171897472,782,Specialist
3079645245,783,Specialist
2758719013,784,Specialist
1076684233,785,Specialist
5625254784,786,Specialist
1665808371,787,Generalist
5498972025,788,Specialist
1402400261,789,Specialist
2060903445,790,Specialist
2239792910,791,Specialist
3537136501,792,Generalist
2587718027,793,Specialist
1797679051,794,Specialist
5041898236,795,Specialist
1571497285,796,Specialist
2736141837,797,Specialist
5346645534,798,Specialist
2710249981,799,Specialist
5346801743,800,Specialist
5340011128,801,Specialist
5408596403,802,Specialist
1670458304,803,Generalist
1665964555,804,Specialist
5973497601,805,Specialist
2304394690,806,Specialist
1781845841,807,Specialist
3566646574,808,Specialist
5058390938,809,Specialist
1645903643,810,Specialist
1896820725,811,Specialist
5369689139,812,Specialist
2475574571,813,Specialist
1744957737,814,Specialist
1909253791,815,Specialist
1235457821,816,Specialist
1803554510,817,Specialist
2610020434,818,Specialist
2757691921,819,Specialist
1645823934,820,Specialist
5611537367,821,Specialist
2119628851,822,Generalist
2713968254,823,Specialist
2611704935,824,Specialist
5940474579,825,Specialist
1845003657,826,Specialist
1891845373,827,Generalist
1718966023,828,Specialist
2662423037,829,Specialist
2809841193,830,Specialist
1690076015,831,Specialist
3477513373,832,Specialist
2134671703,833,Specialist
1714397395,834,Specialist
3855731810,835,Specialist
3894844112,836,Specialist
3195002852,837,Specialist
2953903975,838,Specialist
2164154963,839,Specialist
1808049020,840,Specialist
5995014987,841,Specialist
2173885832,842,Specialist
3881723316,843,Specialist
1435160552,844,Specialist
1866632784,845,Specialist
1198367585,846,Specialist
1791283533,847,Specialist
1900082965,848,Generalist
5394137874,849,Specialist
2755394563,850,Specialist
1211107793,851,Specialist
2949264292,852,Specialist
1235481371,853,Specialist
1714915392,854,Specialist
5398022921,855,Specialist
5051077448,856,Specialist
1509681674,857,Specialist
1716376363,858,Specialist
1214074324,859,Specialist
1663312090,860,Specialist
1935167034,861,Generalist
5139152205,862,Specialist
5055789088,863,Specialist
2205169727,864,Specialist
5190095289,865,Specialist
1863185713,866,Generalist
3500618431,867,Specialist
2852761965,868,Specialist
2796335744,869,Specialist
1664176597,870,Specialist
1861054113,871,Specialist
1850145517,872,Specialist
1974945511,873,Specialist
1907214345,874,Specialist
3296530723,875,Specialist
1416237723,876,Specialist
6013864545,877,Specialist
1808576352,878,Specialist
1617093763,879,Specialist
3802896629,880,Specialist
2099591797,881,Specialist
1416739583,882,Specialist
5143716103,883,Specialist
5886488831,884,Specialist
2481951041,885,Specialist
1614106000,886,Specialist
2301729557,887,Specialist
1444225292,888,Specialist
1909203062,889,Specialist
5386897742,890,Specialist
2270955383,891,Specialist
3184727490,892,Specialist
5709076056,893,Specialist
1888116862,894,Specialist
1747843401,895,Specialist
1650107735,896,Specialist
3043951887,897,Specialist
5582182700,898,Specialist
5999243797,899,Specialist
1747494955,900,Specialist
1975650700,901,Specialist
5212952283,902,Specialist
5193633355,903,Specialist
2811244260,904,Specialist
2303673483,905,Specialist
5721200433,906,Specialist
6004273387,907,Specialist
5870071346,908,Specialist
2806576785,909,Specialist
1457530250,910,Specialist
2832469547,911,Specialist
1686199162,912,Specialist
2730881795,913,Specialist
1990954515,914,Specialist
5664614383,915,Specialist
2394530374,916,Specialist
2242603603,917,Specialist
1730866981,918,Specialist
2085833721,919,Specialist
1706463014,920,Specialist
3740976897,921,Specialist
5250260756,922,Specialist
2989789141,923,Specialist
1990275137,924,Specialist
1911906957,925,Specialist
1158180841,926,Specialist
1281488180,927,Specialist
2033139325,928,Specialist
5041890608,929,Specialist
1880317385,930,Specialist
2361776867,931,Specialist
5100758422,932,Specialist
2000518915,933,Specialist
2211979435,934,Specialist
1905549057,935,Specialist
3021362331,936,Specialist
1989534434,937,Specialist
1947083247,938,Specialist
1905628462,939,Specialist
1068385283,940,Specialist
1105596542,941,Specialist
1990905835,942,Specialist
2231869757,943,Specialist
5241532897,944,Specialist
2083326977,945,Specialist
3952362964,946,Specialist
1564198397,947,Specialist
1496981661,948,Specialist
1005479794,949,Specialist
3173515672,950,Specialist
5019835745,951,Specialist
2637034310,952,Specialist
2217066377,953,Specialist
1236837852,954,Specialist
1240246333,955,Specialist
6003448985,956,Specialist
1732530321,957,Specialist
3329910664,958,Specialist
5202991931,959,Specialist
1939140487,960,Specialist
3280162210,961,Specialist
5941459143,962,Specialist
2077063131,963,Specialist
2871868031,964,Specialist
2149981442,965,Specialist
3142625147,966,Specialist
3508092614,967,Specialist
5466272016,968,Specialist
3066750095,969,Specialist
5577317154,970,Specialist
2312330153,971,Specialist
1154258881,972,Specialist
2064746795,973,Specialist
5087015251,974,Specialist
3625975797,975,Specialist
5465809157,976,Specialist
1739732501,977,Specialist
5598304842,978,Specialist
5311552279,979,Specialist
1894445180,980,Specialist
5794908753,981,Specialist
3413668640,982,Specialist
3508096141,983,Specialist
2288735533,984,Specialist
3216449381,985,Specialist
5657732501,986,Specialist
1488228740,987,Specialist
5295440802,988,Specialist
1045269490,989,Specialist
3087624011,990,Specialist
